Series Name,Ohio State University - Relative Humidity (%),Ohio State University - NOAA Average Daily Temperature (°F),Ohio State University - Atmospheric Pressure (mb)
2017-01-16T04:00:00,82,38,996.6142827
2017-01-16T05:00:00,79,38,996.6142827
2017-01-16T06:00:00,79,38,996.9529216
2017-01-16T07:00:00,82,38,996.6142827
2017-01-16T08:00:00,79,38,996.6142827
2017-01-16T09:00:00,79,38,996.9529216
2017-01-16T10:00:00,76,38,996.6142827
2017-01-16T11:00:00,79,38,995.9370049
2017-01-16T12:00:00,80.5,38,994.7517687
2017-01-16T13:00:00,77.5,38,993.9051715
2017-01-16T14:00:00,77,38,993.2278937
2017-01-16T15:00:00,86,38,992.8892548
2017-01-16T16:00:00,84.5,38,992.3812964
2017-01-16T17:00:00,89,38,992.5506159
2017-01-16T18:00:00,96,38,992.211977
2017-01-16T19:00:00,100,38,991.9579978
2017-01-16T20:00:00,100,38,991.5346992
2017-01-16T21:00:00,97,38,990.8574214
2017-01-16T22:00:00,100,38,989.8415047
2017-01-16T23:00:00,0,38,988.825588
2017-01-17T00:00:00,100,54,987.4710324
2017-01-17T01:00:00,96,54,987.1323935
2017-01-17T02:00:00,100,54,986.1164768
2017-01-17T03:00:00,94.5,54,985.7778379
2017-01-17T04:00:00,95,54,984.7619212
2017-01-17T05:00:00,95,54,983.7460045
2017-01-17T06:00:00,97,54,983.2380462
2017-01-17T07:00:00,93,54,982.7300878
2017-01-17T08:00:00,88,54,982.7300878
2017-01-17T09:00:00,83,54,982.2221295
2017-01-17T10:00:00,80.5,54,982.2221295
2017-01-17T11:00:00,75,54,981.3755322
2017-01-17T12:00:00,69.5,54,981.3755322
2017-01-17T13:00:00,71,54,981.3755322
2017-01-17T14:00:00,67,54,981.7141711
2017-01-17T15:00:00,65.5,54,981.8834905
2017-01-17T16:00:00,67,54,982.05281
2017-01-17T17:00:00,64,54,983.0687267
2017-01-17T18:00:00,71,54,984.0846434
2017-01-17T19:00:00,72.5,54,984.5926017
2017-01-17T20:00:00,74,54,985.439199
2017-01-17T21:00:00,77,54,985.439199
2017-01-17T22:00:00,77,54,985.439199
2017-01-17T23:00:00,81.5,54,985.7778379
2017-01-18T00:00:00,77,43,985.439199
2017-01-18T01:00:00,78,43,985.5520786
2017-01-18T02:00:00,79,43,986.1164768
2017-01-18T03:00:00,87.5,43,986.963074
2017-01-18T04:00:00,85.5,43,987.6403518
2017-01-18T05:00:00,83,43,988.4869491
2017-01-18T06:00:00,82,43,989.1642269
2017-01-18T07:00:00,79,43,989.5028658
2017-01-18T08:00:00,82,43,990.1801436
2017-01-18T09:00:00,79,43,990.8574214
2017-01-18T10:00:00,76,43,991.5346992
2017-01-18T11:00:00,79,43,991.5346992
2017-01-18T12:00:00,76,43,991.0267409
2017-01-18T13:00:00,73,43,990.5187825
2017-01-18T14:00:00,76,43,989.8415047
2017-01-18T15:00:00,74.5,43,990.5187825
2017-01-18T16:00:00,79,43,990.1801436
2017-01-18T17:00:00,85,43,990.349463
2017-01-18T18:00:00,81,43,990.5187825
2017-01-18T19:00:00,83,43,990.8574214
2017-01-18T20:00:00,81,43,990.1801436
2017-01-18T21:00:00,83,43,991.1960603
2017-01-18T22:00:00,83,43,990.1801436
2017-01-18T23:00:00,86,43,990.1801436
2017-01-19T00:00:00,86,41,989.8415047
2017-01-19T01:00:00,86,41,989.5028658
2017-01-19T02:00:00,86,41,989.8415047
2017-01-19T03:00:00,86,41,989.8415047
2017-01-19T04:00:00,86,41,989.8415047
2017-01-19T05:00:00,86,41,989.8415047
2017-01-19T06:00:00,86,41,989.5028658
2017-01-19T07:00:00,83,41,988.825588
2017-01-19T08:00:00,86,41,989.1642269
2017-01-19T09:00:00,86,41,989.1642269
2017-01-19T10:00:00,86,41,989.1642269
2017-01-19T11:00:00,82,41,988.1483102
2017-01-19T12:00:00,77.5,41,986.963074
2017-01-19T13:00:00,73,41,986.7937546
2017-01-19T14:00:00,73,41,986.2857963
2017-01-19T15:00:00,72.5,41,985.1005601
2017-01-19T16:00:00,73,41,985.439199
2017-01-19T17:00:00,76,41,985.1005601
2017-01-19T18:00:00,76,41,984.4232823
2017-01-19T19:00:00,82,41,983.7460045
2017-01-19T20:00:00,82,41,982.7300878
2017-01-19T21:00:00,82,41,982.05281
2017-01-19T22:00:00,82,41,981.3755322
2017-01-19T23:00:00,86,41,980.6982544
2017-01-20T00:00:00,86,49,979.3436988
2017-01-20T01:00:00,89,49,978.666421
2017-01-20T02:00:00,85,49,977.4811849
2017-01-20T03:00:00,89,49,975.6186709
2017-01-20T04:00:00,85,49,974.2641153
2017-01-20T05:00:00,87.5,49,974.2641153
2017-01-20T06:00:00,90,49,974.2641153
2017-01-20T07:00:00,90.33333333,49,974.6027542
2017-01-20T08:00:00,89,49,974.9413931
2017-01-20T09:00:00,89,49,975.9573098
2017-01-20T10:00:00,86,49,976.6345876
2017-01-20T11:00:00,83.5,49,976.4652681
2017-01-20T12:00:00,78,49,975.9573098
2017-01-20T13:00:00,75,49,975.6186709
2017-01-20T14:00:00,64,49,975.9573098
2017-01-20T15:00:00,66.5,49,976.1266293
2017-01-20T16:00:00,67,49,976.6345876
2017-01-20T17:00:00,72,49,977.3118654
2017-01-20T18:00:00,75,49,978.3277821
2017-01-20T19:00:00,77,49,979.0050599
2017-01-20T20:00:00,83,49,979.0050599
2017-01-20T21:00:00,86,49,979.0050599
2017-01-20T22:00:00,86,49,979.0050599
2017-01-20T23:00:00,83,49,979.0050599
2017-01-21T00:00:00,89,54,979.0050599
2017-01-21T01:00:00,86,54,978.666421
2017-01-21T02:00:00,86,54,978.666421
2017-01-21T03:00:00,83,54,978.3277821
2017-01-21T04:00:00,83,54,977.9891432
2017-01-21T05:00:00,86,54,977.3118654
2017-01-21T06:00:00,86,54,977.3118654
2017-01-21T07:00:00,93,54,977.6505043
2017-01-21T08:00:00,86,54,977.3118654
2017-01-21T09:00:00,77,54,977.3118654
2017-01-21T10:00:00,72,54,977.6505043
2017-01-21T11:00:00,69,54,976.9732265
2017-01-21T12:00:00,67,54,975.6186709
2017-01-21T13:00:00,67,54,975.6186709
2017-01-21T14:00:00,70,54,974.6027542
2017-01-21T15:00:00,67,54,974.6027542
2017-01-21T16:00:00,70,54,974.9413931
2017-01-21T17:00:00,75,54,974.9413931
2017-01-21T18:00:00,72,54,974.9413931
2017-01-21T19:00:00,75,54,974.6027542
2017-01-21T20:00:00,75,54,974.6027542
2017-01-21T21:00:00,81,54,974.6027542
2017-01-21T22:00:00,81,54,975.280032
2017-01-21T23:00:00,87,54,975.6186709
2017-01-22T00:00:00,89,56,974.6027542
2017-01-22T01:00:00,86,56,974.6027542
2017-01-22T02:00:00,93,56,974.2641153
2017-01-22T03:00:00,93,56,973.5868375
2017-01-22T04:00:00,89,56,972.5709208
2017-01-22T05:00:00,96,56,972.9095597
2017-01-22T06:00:00,96,56,973.5868375
2017-01-22T07:00:00,93,56,974.2641153
2017-01-22T08:00:00,89,56,973.5868375
2017-01-22T09:00:00,89,56,973.2481986
2017-01-22T10:00:00,83,56,973.5868375
2017-01-22T11:00:00,65,56,972.5709208
2017-01-22T12:00:00,60,56,970.8777263
2017-01-22T13:00:00,56,56,969.5231707
2017-01-22T14:00:00,54,56,969.1845318
2017-01-22T15:00:00,56,56,969.5231707
2017-01-22T16:00:00,60,56,969.1845318
2017-01-22T17:00:00,60,56,969.5231707
2017-01-22T18:00:00,60,56,969.5231707
2017-01-22T19:00:00,62,56,969.5231707
2017-01-22T20:00:00,67,56,969.1845318
2017-01-22T21:00:00,69,56,968.8458929
2017-01-22T22:00:00,70,56,968.8458929
2017-01-22T23:00:00,75,56,968.1686151
2017-01-23T00:00:00,75,54,967.4913373
2017-01-23T01:00:00,75,54,967.4913373
2017-01-23T02:00:00,75,54,967.1526984
2017-01-23T03:00:00,78.5,54,967.4913373
2017-01-23T04:00:00,84.5,54,967.1526984
2017-01-23T05:00:00,83,54,967.1526984
2017-01-23T06:00:00,80,54,967.8299762
2017-01-23T07:00:00,83,54,968.507254
2017-01-23T08:00:00,83,54,969.1845318
2017-01-23T09:00:00,83,54,969.8618096
2017-01-23T10:00:00,86,54,970.5390874
2017-01-23T11:00:00,86,54,970.2004485
2017-01-23T12:00:00,86,54,969.8618096
2017-01-23T13:00:00,80,54,969.5231707
2017-01-23T14:00:00,83,54,970.2004485
2017-01-23T15:00:00,86,54,970.2004485
2017-01-23T16:00:00,87,54,970.7930666
2017-01-23T17:00:00,86.75,54,971.3856846
2017-01-23T18:00:00,87.66666667,54,972.3451615
2017-01-23T19:00:00,88,54,972.9095597
2017-01-23T20:00:00,90,54,973.2481986
2017-01-23T21:00:00,93,54,973.5191097
2017-01-23T22:00:00,97,54,974.0947959
2017-01-23T23:00:00,96,54,974.4334347
2017-01-24T00:00:00,99,42,974.6027542
2017-01-24T01:00:00,100,42,974.4898746
2017-01-24T02:00:00,100,42,974.9413931
2017-01-24T03:00:00,100,42,975.280032
2017-01-24T04:00:00,100,42,975.9573098
2017-01-24T05:00:00,100,42,976.2959487
2017-01-24T06:00:00,100,42,976.9732265
2017-01-24T07:00:00,97,42,977.6505043
2017-01-24T08:00:00,93,42,978.666421
2017-01-24T09:00:00,89,42,979.0050599
2017-01-24T10:00:00,89,42,979.6823377
2017-01-24T11:00:00,87.5,42,979.6823377
2017-01-24T12:00:00,89,42,978.8357405
2017-01-24T13:00:00,89,42,978.666421
2017-01-24T14:00:00,85,42,978.3277821
2017-01-24T15:00:00,89,42,979.3436988
2017-01-24T16:00:00,85,42,980.0209766
2017-01-24T17:00:00,82,42,980.3596155
2017-01-24T18:00:00,79,42,981.0368933
2017-01-24T19:00:00,77,42,981.3755322
2017-01-24T20:00:00,79,42,981.0368933
2017-01-24T21:00:00,79,42,981.0368933
2017-01-24T22:00:00,82,42,981.0368933
2017-01-24T23:00:00,79,42,980.6982544
2017-01-25T00:00:00,79,42,981.0368933
2017-01-25T01:00:00,79,42,980.6982544
2017-01-25T02:00:00,77.5,42,981.0368933
2017-01-25T03:00:00,79,42,980.3596155
2017-01-25T04:00:00,83,42,979.3436988
2017-01-25T05:00:00,86,42,979.3436988
2017-01-25T06:00:00,89,42,978.666421
2017-01-25T07:00:00,86,42,977.3118654
2017-01-25T08:00:00,86,42,975.9573098
2017-01-25T09:00:00,79,42,975.9573098
2017-01-25T10:00:00,80,42,976.9732265
2017-01-25T11:00:00,84.66666667,42,975.6186709
2017-01-25T12:00:00,85,42,973.5868375
2017-01-25T13:00:00,86,42,972.5709208
2017-01-25T14:00:00,90,42,972.2322819
2017-01-25T15:00:00,83,42,970.8777263
2017-01-25T16:00:00,83,42,971.5550041
2017-01-25T17:00:00,83,42,971.2163652
2017-01-25T18:00:00,86,42,971.893643
2017-01-25T19:00:00,86,42,971.5550041
2017-01-25T20:00:00,89,42,971.893643
2017-01-25T21:00:00,81,42,972.4016014
2017-01-25T22:00:00,79.5,42,972.9095597
2017-01-25T23:00:00,79,42,973.2481986
2017-01-26T00:00:00,79,38,973.417518
2017-01-26T01:00:00,77.5,38,973.417518
2017-01-26T02:00:00,73,38,973.2481986
